,index,num_bed,num_bath,size_house,size_lot,num_floors,is_waterfront,condition,size_basement,year_built,renovation_date,zip,latitude,longitude,avg_size_neighbor_houses,avg_size_neighbor_lot,price
15800,15800,3,1.75,1730,11986,1.0,0,5,0,1918,0,98198,47.35950043,-122.3232995,2490,9264,340000
6921,6921,2,2.0,1651,18200,1.0,0,3,0,1946,0,98070,47.46211246,-122.4607504,1510,89595,285000
7497,7497,3,2.5,3070,14400,1.0,0,5,1350,1985,0,98198,47.37159933,-122.3208853,2020,18211,550000
12492,12492,2,1.5,1790,4250,1.0,0,3,870,1915,2014,98112,47.63667764,-122.3012302,1910,4250,721000
17092,17092,2,2.5,1278,987,2.0,0,3,276,2007,0,98136,47.55323573,-122.381073,1220,1287,358000
18285,18285,4,3.5,3510,9084,2.0,0,3,0,2001,0,98065,47.54019809,-121.8746037,3690,9568,695000
2274,2274,4,2.0,1300,7054,1.0,0,3,0,1950,2013,98146,47.50707048,-122.368626,1560,7100,312000
13935,13935,2,1.0,830,2699,1.0,0,3,0,1996,0,98038,47.38390864,-122.0379531,1030,3574,175000
3209,3209,4,2.5,2960,223462,2.0,0,3,0,2001,0,98030,47.36458896,-122.2107946,2770,16482,472500
6485,6485,3,2.5,1560,5845,2.0,0,3,0,2003,0,98038,47.38511389,-122.0286042,1860,5752,296000
8896,8896,4,2.75,2640,5000,2.0,0,3,800,1943,2004,98105,47.66185254,-122.2749375,2010,5000,1084500
18425,18425,2,2.5,1430,1201,3.0,0,3,0,2009,0,98107,47.67074682,-122.3807765,1430,1249,505000
7238,7238,2,1.0,1000,6000,1.0,0,3,0,1951,0,98126,47.5208414,-122.3716153,1250,6000,264950
16770,16770,3,2.25,1410,905,3.0,0,3,0,2014,0,98116,47.58180615,-122.4022444,1510,1352,529500
12736,12736,5,3.0,2840,6240,2.0,0,5,400,1905,0,98112,47.62851478,-122.3090701,2940,6000,1425000
13262,13262,3,3.75,2460,7630,1.0,0,5,520,1976,0,98177,47.71467044,-122.3725138,2000,7326,750000
14440,14440,4,1.0,1270,6459,1.5,0,3,0,1918,0,98118,47.54412987,-122.2728482,1300,4100,226000
14870,14870,3,1.0,1570,8316,1.0,0,3,500,1962,0,98031,47.39430464,-122.1976953,2030,8295,281700
14494,14494,3,2.0,1170,5360,1.0,0,3,0,1919,0,98106,47.51807117,-122.3636019,1180,7200,335000
14690,14690,4,1.75,1790,5341,1.0,0,4,740,1951,0,98166,47.46633103,-122.3628084,1540,6916,297000
2311,2311,6,2.5,3250,12000,1.0,0,3,1450,1966,0,98115,47.69353621,-122.2803089,3490,10320,779000
4452,4452,2,1.0,760,6141,1.0,0,2,0,1920,0,98118,47.54689171,-122.2774981,900,4120,162500
6409,6409,3,1.0,1040,11900,1.0,0,5,0,1972,0,98070,47.43315754,-122.4455468,1250,9600,330000
5994,5994,3,2.5,2070,10908,2.0,0,3,0,1986,0,98029,47.56649695,-122.0226982,2220,10975,567000
6210,6210,3,2.25,1720,9600,1.0,0,4,500,1967,0,98052,47.65805761,-122.1262517,1720,9600,550000
3063,3063,3,1.75,1950,17400,1.0,0,3,740,1976,0,98072,47.74245,-122.0909011,1900,17250,484000
9697,9697,3,2.5,2320,5284,2.0,0,3,0,2004,0,98075,47.59100373,-122.0166462,2320,4383,650000
12287,12287,3,2.5,2040,15463,1.0,0,3,700,1968,0,98003,47.33337068,-122.3220079,2370,12672,200126
13687,13687,3,1.0,2140,5037,1.0,0,3,0,1957,0,98118,47.54938986,-122.2738131,1630,6054,330000
7260,7260,2,1.0,1170,5150,1.0,0,3,190,1907,0,98118,47.55029589,-122.283018,1660,5150,312000
11221,11221,3,2.25,2600,220300,1.5,0,5,480,1977,0,98027,47.45616937,-122.0162048,2760,215600,695000
7028,7028,4,2.5,2040,9225,1.0,0,5,430,1968,0,98052,47.63596147,-122.0970253,1730,9225,675000
2386,2386,2,1.0,920,5029,1.0,0,4,0,1938,0,98115,47.67262099,-122.265204,1230,5029,600000
2408,2408,3,1.0,1140,5395,1.0,0,4,130,1909,0,98115,47.67821828,-122.305536,1700,5376,576000
2269,2269,3,2.75,1890,2614,2.0,0,4,0,1979,0,98008,47.61024878,-122.1139073,1800,2769,462000
16088,16088,3,2.5,2400,5817,2.0,0,3,0,1998,0,98065,47.53711264,-121.870099,2420,5817,540000
9386,9386,5,3.0,3110,12429,1.0,0,3,1320,1977,0,98011,47.74630076,-122.2133719,3050,11902,436500
11299,11299,4,3.5,4460,16953,1.0,0,3,1910,1962,1994,98039,47.63375243,-122.2322299,1980,13370,1800000
9104,9104,4,2.5,2070,6180,2.0,0,3,0,2007,0,98056,47.49146428,-122.1826643,1250,6018,410000
4372,4372,4,4.5,4750,13912,2.0,0,3,1150,2005,0,98118,47.53316147,-122.2654319,3600,22124,1309500
11842,11842,4,2.75,3350,7857,2.0,0,3,0,2004,0,98065,47.53976911,-121.8593489,3870,7886,700000
7293,7293,3,2.5,2100,9040,1.0,0,3,400,1989,0,98056,47.53288379,-122.1728786,2430,8809,506400
7541,7541,4,2.25,1900,7200,1.0,0,3,530,1977,0,98146,47.50332455,-122.3719085,2030,8008,485000
5081,5081,4,2.5,3190,7869,2.0,0,3,0,2001,0,98065,47.53170192,-121.8656689,2630,6739,725995
17372,17372,5,3.5,3220,8000,2.0,0,3,320,2008,0,98033,47.6833732,-122.2001689,2100,9680,1205000
13029,13029,3,2.5,1740,5267,2.0,0,3,0,1999,0,98038,47.37772482,-122.0225432,2180,5000,325000
3921,3921,6,5.25,3600,3960,2.0,0,3,1200,1971,0,98126,47.56560103,-122.3716309,1450,4600,643500
8248,8248,4,2.5,2170,7533,2.0,0,3,0,1991,0,98059,47.50568487,-122.1487406,2170,8728,460500
6115,6115,3,1.0,860,7467,1.0,0,3,0,1944,0,98178,47.494657,-122.2367086,1280,7467,205000
12288,12288,3,2.5,1670,6666,2.0,0,4,0,1992,0,98038,47.34877071,-122.0331446,1370,6170,290700
9951,9951,1,0.5,880,1642,1.0,0,3,380,1910,0,98126,47.57315228,-122.3720392,1410,2992,255000
163,163,3,2.5,2180,7508,1.0,0,4,760,1962,0,98133,47.76062367,-122.3359908,1900,7818,400000
5961,5961,5,3.25,3060,11778,2.0,0,3,0,2004,0,98034,47.72123874,-122.2224186,1840,10403,708000
7310,7310,4,3.0,3080,9601,2.0,0,3,0,1990,0,98003,47.33403098,-122.3320582,3200,9375,560000
11947,11947,5,2.5,2700,16570,1.0,0,4,950,1967,0,98005,47.61440848,-122.16655,2570,11840,744500
14055,14055,3,1.75,1240,13869,1.0,0,4,0,1957,0,98033,47.6918962,-122.2103529,1970,7790,675000
8012,8012,3,1.0,890,7200,1.0,0,3,0,1951,0,98125,47.70995174,-122.2860193,1630,7455,371000
2086,2086,2,1.0,1340,8100,1.0,0,4,0,1953,0,98177,47.72181811,-122.3700804,1700,8100,438400
2952,2952,3,2.25,2180,11100,1.0,0,5,480,1979,0,98056,47.5161617,-122.17592,2350,11397,415000
16464,16464,3,2.0,2020,8555,1.0,0,4,800,1957,0,98125,47.72778237,-122.2871687,1600,8148,458000
14359,14359,4,2.25,2090,8579,2.0,0,3,0,1987,0,98074,47.63643787,-122.0295501,1850,8843,546200
9068,9068,3,1.5,1170,9848,1.0,0,3,0,1963,0,98028,47.76118927,-122.2338064,2220,5542,250000
1602,1602,4,3.0,2580,7299,2.0,0,3,0,1998,0,98058,47.46459357,-122.1497377,2250,6165,449500
4531,4531,3,1.5,1650,8676,1.0,0,4,520,1979,0,98133,47.74714045,-122.352204,1400,8499,390000
5183,5183,3,2.5,1850,1330,2.5,0,3,290,2004,0,98115,47.6831224,-122.3253909,1810,2071,827000
17392,17392,4,3.5,3480,4000,2.0,0,3,1020,2015,0,98112,47.63562224,-122.2805282,2620,4000,1800000
7094,7094,2,1.0,1280,5500,1.0,0,3,0,1949,0,98118,47.51794223,-122.2642086,1270,5500,239950
714,714,4,1.75,2510,7440,1.0,0,4,1220,1962,0,98032,47.37476049,-122.2757032,1790,8000,285000
12968,12968,3,2.25,1650,7218,1.0,0,3,420,1985,0,98133,47.72373494,-122.3353516,1690,7459,359000
9078,9078,3,1.5,1090,5003,1.0,0,3,0,1962,0,98125,47.70298943,-122.3206961,1540,5279,350000
9056,9056,3,1.75,2110,11250,1.0,0,4,0,1961,0,98040,47.54020054,-122.2155021,2560,10992,743000
13377,13377,3,3.75,2050,6000,2.0,0,5,500,1910,0,98103,47.68733089,-122.3324136,1780,4000,645000
16277,16277,4,2.0,1220,9147,1.0,0,5,0,1953,0,98146,47.50107753,-122.336491,1220,8576,287500
3251,3251,3,1.75,1290,8688,1.0,0,4,0,1980,0,98042,47.36546909,-122.0797797,1750,9090,214946
17588,17588,4,3.25,3450,5000,2.0,0,3,0,2008,0,98178,47.49248149,-122.2733096,1420,5000,445000
6851,6851,2,1.5,750,2964,1.0,0,5,0,1919,0,98118,47.5517514,-122.2772104,1350,3090,258305
3545,3545,4,1.75,1640,9299,1.5,0,4,770,1943,0,98056,47.53342247,-122.1675957,2460,14326,522500
10022,10022,4,2.25,1800,14722,1.0,0,3,360,1962,0,98055,47.48739999,-122.2233797,2400,10000,160000
2346,2346,5,1.75,1730,10368,1.0,0,5,720,1963,0,98059,47.50078136,-122.1623101,1730,7728,268000
13054,13054,3,2.25,1740,10378,1.0,0,5,0,1977,0,98042,47.38151695,-122.0904128,1420,10167,255000
14024,14024,3,2.5,1460,1613,2.0,0,3,280,2007,0,98117,47.67806012,-122.3749396,1460,1403,544000
11600,11600,3,2.0,1310,8454,1.0,0,3,0,1994,0,98042,47.36969508,-122.0754677,1310,8454,255000
16176,16176,4,2.5,3680,11648,2.0,0,3,0,1986,0,98006,47.56038043,-122.1074139,2830,11251,909000
8361,8361,4,2.5,4700,49658,2.0,0,3,0,1999,0,98075,47.58775768,-122.0222536,2870,49658,1175000
15132,15132,2,1.5,1400,5810,2.0,0,3,0,1940,0,98103,47.6843018,-122.3413883,1470,3920,575000
5899,5899,3,2.5,2150,9266,2.0,0,3,0,1988,0,98028,47.74449056,-122.2475526,2150,12550,428040
13488,13488,4,2.75,2414,7693,2.0,0,3,0,2006,0,98002,47.30456865,-122.2217897,1500,7177,292000
10556,10556,3,1.0,1340,10260,1.0,0,3,0,1968,0,98003,47.31726952,-122.3169143,1250,8775,172000
8299,8299,4,2.5,2340,5420,2.0,0,3,0,2003,0,98038,47.37730144,-122.0292586,2420,6252,354000
10516,10516,3,1.0,980,7480,1.0,0,3,150,1948,0,98106,47.52056041,-122.3634518,1140,7480,280000
10604,10604,5,2.5,3260,24300,1.5,0,4,950,1950,0,98155,47.75874495,-122.2744204,2390,32057,755000
16755,16755,4,2.5,3210,24527,1.5,0,3,0,1984,0,98074,47.63988792,-122.0515133,3280,24527,785000
14148,14148,2,1.5,1030,798,3.0,0,3,0,2008,0,98103,47.69748725,-122.3403798,1020,1026,326000
2065,2065,3,2.25,2550,9674,1.0,0,3,700,1959,0,98178,47.48558422,-122.2472705,2240,9674,355000
4460,4460,2,3.25,3570,392475,1.0,0,3,1200,1998,0,98024,47.54479555,-121.9300333,3190,217800,835000
363,363,3,2.5,2280,10255,2.0,0,4,0,1985,0,98058,47.4333645,-122.1607272,2310,10094,380000
3334,3334,2,1.0,1100,6000,1.5,0,4,0,1900,0,98108,47.52750274,-122.3226438,1280,6000,210000
17780,17780,3,2.5,1769,7324,2.0,0,3,0,2012,0,98092,47.33072851,-122.1880899,2502,6017,334888
9123,9123,4,2.0,1300,7200,1.0,0,3,0,1958,0,98122,47.61692841,-122.2940531,1540,6600,428000
7887,7887,6,1.75,2210,8594,1.0,0,3,900,1959,0,98188,47.45943099,-122.2728141,1850,8594,240000
8843,8843,3,3.0,3030,35123,2.0,0,4,1270,1984,0,98027,47.46944075,-122.0058612,2810,36205,599900
16533,16533,4,1.75,1690,10854,1.0,0,3,0,1977,0,98056,47.52405289,-122.1987605,2390,7000,371000
8366,8366,4,1.75,1840,4280,1.0,0,4,920,1918,0,98105,47.66812442,-122.3203458,1660,4280,540000
14713,14713,3,1.0,910,7700,1.0,0,4,0,1971,0,98034,47.73029842,-122.2375289,1250,7700,300000
12943,12943,3,1.0,1790,3876,1.5,0,5,700,1904,0,98144,47.57498864,-122.2879536,1360,4080,615000
10159,10159,4,2.5,2550,7200,2.0,0,3,0,2003,0,98056,47.47934168,-122.1802089,2560,5715,419500
7114,7114,3,2.0,2350,6000,1.5,0,4,360,1922,0,98102,47.64758391,-122.3198286,2010,5040,875000
4999,4999,3,1.0,970,4700,1.0,0,4,250,1943,0,98106,47.52845549,-122.353696,1560,4600,172000
12834,12834,3,2.25,1940,9560,2.0,0,3,0,1989,0,98023,47.29975841,-122.3865048,1800,9560,283748
17060,17060,3,1.5,1390,1882,2.0,0,3,0,2014,0,98108,47.56674796,-122.2972804,1490,2175,175003
895,895,4,2.5,2380,13435,2.0,0,3,0,1992,0,98075,47.58333226,-122.0279216,2730,9677,648000
17884,17884,3,2.5,1420,1237,3.0,0,3,0,2014,0,98107,47.67402455,-122.3865532,1510,2501,510000
1050,1050,4,2.75,2340,6350,1.0,0,4,1030,1974,0,98126,47.55592801,-122.3792593,2020,6350,645000
16821,16821,3,2.5,1750,6351,2.0,0,3,0,2012,0,98001,47.25890463,-122.2564347,1398,6092,250000
12043,12043,3,2.0,2070,4200,1.5,0,4,400,1906,0,98103,47.66242276,-122.3328904,1490,4560,662500
3608,3608,9,3.0,3680,4400,2.0,0,3,850,1908,0,98102,47.63735193,-122.3237698,1960,2450,700000
1585,1585,4,2.25,2190,6800,1.0,0,5,850,1969,0,98011,47.73667611,-122.1946962,1560,7611,411800
753,753,5,3.25,2400,3118,2.0,0,4,620,1928,0,98122,47.60941118,-122.2908945,2100,3941,700000
3613,3613,6,3.0,2860,17853,1.0,0,3,1430,1962,2015,98006,47.54597657,-122.1745991,1920,13452,815000
13728,13728,3,1.75,1400,10350,1.0,0,4,0,1976,0,98059,47.47903642,-122.1316809,1780,10457,305000
12654,12654,4,2.5,2360,7350,1.0,0,4,920,1965,0,98001,47.34170205,-122.2768736,1450,7305,285000
14063,14063,2,1.0,770,8149,1.0,0,3,0,1948,0,98155,47.74667945,-122.3004777,880,8149,220000
12693,12693,4,2.0,1450,5456,1.0,0,5,0,1951,0,98108,47.54421971,-122.2971104,980,6100,393000
1586,1586,5,3.5,3990,42436,2.0,0,3,1280,2002,0,98027,47.46099788,-121.9997574,3030,41684,668000
9097,9097,3,2.5,2240,3691,2.0,0,3,0,2003,0,98092,47.33636964,-122.1690665,2619,3691,300000
13289,13289,5,5.25,4830,18707,2.0,0,5,900,1952,1998,98040,47.58576081,-122.2471485,2880,10520,1681000
10879,10879,3,1.75,2520,5043,1.0,0,3,1260,1957,0,98126,47.53389913,-122.3722625,1360,4920,429000
8878,8878,3,2.0,1620,7800,1.0,0,3,420,1969,0,98034,47.72880624,-122.1709889,1540,7565,525000
1944,1944,3,1.75,1580,9719,1.0,0,5,0,1962,0,98056,47.53960279,-122.180123,1760,8539,517100
1456,1456,3,1.0,1700,4400,1.5,0,4,0,1906,0,98122,47.61200783,-122.2917519,1610,4180,800000
11334,11334,10,5.25,4590,10920,1.0,0,3,2090,2008,0,98004,47.58608457,-122.1134794,2730,10400,1148000
5768,5768,3,2.25,1660,7003,2.0,0,3,0,1996,0,98030,47.35988595,-122.1878,1840,6680,269950
16920,16920,3,2.5,1800,2790,2.0,0,3,0,2011,0,98126,47.54549145,-122.3709038,1580,2036,364000
11798,11798,3,2.25,2580,11060,1.0,0,3,0,1964,0,98005,47.6113279,-122.1643537,2580,13868,898000
4076,4076,3,1.0,1270,7500,1.0,0,3,0,1954,0,98198,47.42136482,-122.3164394,1250,8000,196900
2201,2201,2,1.0,900,2910,1.0,0,5,0,1924,0,98115,47.68585769,-122.3222628,1320,2910,381500
7348,7348,1,1.75,750,20339,1.0,0,4,200,1946,0,98059,47.47563059,-122.090274,2020,23958,355000
276,276,3,1.75,1510,10248,1.0,0,3,0,1969,0,98023,47.29287817,-122.3713019,1510,9753,240000
15153,15153,2,1.0,690,5200,1.0,0,3,0,1918,0,98136,47.556034,-122.3945697,1380,5700,340000
11833,11833,4,2.75,3470,70131,1.0,0,4,1720,1962,0,98005,47.63391191,-122.1802789,2950,43560,772000
83,83,3,2.5,2070,13241,1.5,0,5,800,1910,0,98102,47.64152762,-122.3154152,2200,4500,850830
1732,1732,3,2.5,2100,17882,2.0,0,4,0,1985,0,98059,47.47536267,-122.1190082,2080,16686,505000
1359,1359,4,2.5,3350,46748,2.0,0,3,0,2004,0,98010,47.34321325,-122.0251036,3350,39683,650000
13216,13216,3,1.5,1240,9975,1.0,0,3,0,1977,0,98024,47.56667984,-121.9052776,1390,10735,405000
3341,3341,3,2.5,1530,2978,1.0,0,3,320,1997,0,98117,47.67962844,-122.3903982,1640,5100,635000
8848,8848,5,1.75,1650,3000,1.5,0,3,0,1902,0,98144,47.59552159,-122.3064857,1740,4000,443000
13148,13148,3,2.25,2630,12899,2.0,0,4,0,1966,0,98040,47.54792853,-122.2325376,3140,15320,990000
6510,6510,4,2.5,2890,9775,2.0,0,3,0,2004,0,98065,47.53390323,-121.8537798,2640,7184,575000
6740,6740,3,1.75,1580,14400,1.0,0,4,0,1981,0,98001,47.25978657,-122.2813892,1480,9600,225000
14431,14431,4,2.5,2370,9517,1.0,0,3,740,1984,0,98074,47.62224455,-122.0337897,2440,9035,655000
13934,13934,3,2.5,1720,11656,2.0,0,3,0,1987,1999,98052,47.67908912,-122.1132176,1890,10336,540000
2333,2333,3,2.5,2160,3920,2.0,0,3,0,2014,0,98116,47.576159,-122.4151476,1500,4920,856000
6715,6715,3,2.5,1490,1709,3.0,0,3,0,2004,0,98125,47.71731665,-122.2991017,1364,1709,354901
252,252,3,1.5,2030,8880,1.0,0,3,700,1963,0,98108,47.55857673,-122.3108253,2140,5592,404000
4674,4674,3,2.0,1680,19978,1.0,0,3,800,1948,0,98198,47.39241816,-122.3075646,2150,11588,258000
529,529,3,2.5,1660,1458,3.0,0,3,0,2014,0,98144,47.5875696,-122.3092105,1660,1784,559950
10477,10477,4,2.0,2220,5821,1.5,0,4,840,1916,0,98116,47.5722676,-122.3816844,1850,5000,610000
9920,9920,2,1.0,1380,9251,1.0,0,3,0,1940,0,98028,47.74864677,-122.2492375,1870,12158,319900
2058,2058,3,2.5,1700,6698,2.0,0,3,0,1997,0,98038,47.38264622,-122.0281053,2190,7346,335000
208,208,4,2.0,2010,7312,1.0,0,4,0,1976,0,98002,47.2785228,-122.2126817,2010,7650,250000
13971,13971,3,1.75,1470,6550,1.0,0,3,400,1916,0,98126,47.54631197,-122.3807584,1440,6550,525000
16418,16418,4,2.5,3420,21344,2.0,0,3,0,2002,0,98166,47.45002716,-122.3343016,2110,21344,640000
9991,9991,3,1.75,1610,10229,1.0,0,5,0,1961,0,98006,47.55299493,-122.1736616,2270,8800,648000
14724,14724,2,1.5,1070,1236,2.0,0,3,70,2005,0,98116,47.56194316,-122.3823129,1170,1888,401750
360,360,4,2.25,2200,9351,1.0,0,5,910,1962,0,98133,47.74476181,-122.33282,1910,8660,423000
16647,16647,4,3.25,3500,5960,2.0,0,3,0,2010,0,98053,47.69438049,-122.0221047,3390,6856,840000
15114,15114,2,1.0,830,8183,1.0,0,5,0,1950,0,98155,47.73661675,-122.3017297,1180,8184,327500
14924,14924,4,2.5,2340,9748,1.0,0,3,730,1981,0,98003,47.33625553,-122.3307416,2070,8241,339900
10902,10902,4,2.5,2670,13463,2.0,0,4,0,1989,0,98029,47.5626997,-122.0184244,2560,10982,690000
11003,11003,3,2.25,2840,59677,1.0,0,3,1260,1967,0,98075,47.58282218,-122.0443925,2220,31688,663000
10755,10755,2,1.75,1210,7733,1.0,0,3,0,1904,0,98125,47.71482859,-122.2821045,1670,7733,456200
1438,1438,4,2.5,2930,18199,2.0,0,3,0,1998,0,98075,47.5936904,-122.0470973,2930,33976,749000
14001,14001,3,2.25,2770,57745,2.0,0,3,0,1985,0,98072,47.77496208,-122.1239669,2720,46765,653000
9250,9250,4,2.5,2420,8056,1.0,0,3,740,1988,0,98029,47.57476037,-122.0132903,2160,6807,550000
4734,4734,4,2.5,2650,6000,2.0,0,3,0,2000,0,98038,47.37684257,-122.0279437,2630,6381,428400
12197,12197,3,1.75,1360,13320,1.0,0,4,0,1985,0,98059,47.46246547,-122.0688688,1580,13625,329950
10373,10373,2,1.75,1700,18000,1.0,0,3,0,1972,0,98056,47.50660873,-122.1939962,1700,8225,290000
8166,8166,6,4.0,2280,5275,1.0,0,3,1010,1998,0,98108,47.55557197,-122.2937963,1760,6642,449500
5348,5348,4,2.5,2930,8641,2.0,0,3,0,2010,0,98034,47.7198544,-122.2458243,2120,11175,750000
16380,16380,4,1.75,1890,6000,1.0,0,4,780,1947,0,98125,47.72735514,-122.3049975,1560,6356,430000
7033,7033,2,1.0,1280,21750,1.5,0,5,0,1912,0,98001,47.30962931,-122.2405268,1520,21750,170000
14750,14750,5,2.5,1720,10202,1.5,0,3,0,1970,0,98058,47.45723725,-122.1674305,1720,8478,339000
3826,3826,5,3.0,4180,8561,2.0,0,3,0,2003,0,98053,47.68328326,-122.0398515,3425,6591,673200
167,167,3,2.5,1910,66211,2.0,0,3,0,1997,0,98024,47.53852967,-121.9114724,2330,67268,440000
10998,10998,3,1.5,1330,9900,1.0,0,3,0,1956,0,98034,47.71666063,-122.2331424,1940,9900,400000
4845,4845,5,3.25,4020,4500,2.0,0,3,900,2010,0,98004,47.63488122,-122.203561,3550,5775,1419000
3678,3678,3,2.0,1520,7456,1.0,0,3,0,1949,0,98166,47.47447121,-122.3427366,1740,8464,167000
8480,8480,4,3.0,2440,9664,2.0,0,3,550,1981,0,98028,47.76488562,-122.2532421,2380,9609,480000
14859,14859,3,2.25,2060,9953,1.0,0,5,990,1964,0,98040,47.57674229,-122.2332075,2340,9600,648752
6263,6263,5,3.5,3730,16679,1.0,0,3,970,1990,0,98075,47.59872531,-122.0285504,3280,16679,775000
7576,7576,3,1.75,1899,11325,2.0,0,3,0,1943,2005,98198,47.39873522,-122.2996603,2000,10454,289900
11767,11767,2,1.0,720,7200,1.0,0,5,0,1943,0,98058,47.47634859,-122.1768837,970,8027,199000
16926,16926,2,2.5,1590,1679,2.0,0,3,0,2012,0,98029,47.54488074,-122.0113768,1590,1680,395825
18224,18224,3,2.5,2000,4500,2.0,0,3,0,2010,0,98059,47.49366726,-122.1486372,2230,4501,417000
2562,2562,2,2.75,1770,10534,1.0,0,3,560,2003,0,98001,47.27732375,-122.2760798,1600,17400,279000
8033,8033,3,2.25,1570,7200,2.0,0,3,0,1991,0,98034,47.7331535,-122.2324691,1620,7318,447450
3942,3942,4,2.5,2680,7200,1.0,0,3,1300,1952,2013,98033,47.68346447,-122.1868795,1950,8520,800000
2156,2156,4,2.5,1580,3632,2.0,0,3,0,2011,0,98038,47.36715899,-122.0190272,1950,3800,299900
18388,18388,4,3.25,2630,7770,2.0,0,3,0,2014,0,98126,47.54588892,-122.3773925,1370,7770,715000
8877,8877,3,1.75,1820,8400,1.0,0,3,480,1976,0,98072,47.73404142,-122.1698734,1900,8112,422800
16671,16671,3,1.0,1270,6250,1.0,0,3,360,1955,0,98116,47.5694369,-122.3971603,2000,6250,499000
1394,1394,2,1.75,1330,4903,1.0,0,3,0,1985,0,98052,47.68194779,-122.1610786,1470,2735,440000
17292,17292,3,3.0,2330,4284,2.0,0,3,410,2004,0,98108,47.55467175,-122.3083714,2330,3709,453000
10854,10854,3,1.75,2560,4800,1.0,0,3,1280,1911,0,98112,47.62065509,-122.295102,1620,4800,747000
12741,12741,3,1.75,1220,1450,1.0,0,3,600,1905,0,98119,47.63607323,-122.3684489,1660,2960,385000
18134,18134,5,2.5,3410,4726,2.0,0,3,0,2007,0,98006,47.54593819,-122.1843134,2810,5129,800000
9762,9762,3,2.25,1640,7200,2.0,0,4,0,1985,0,98007,47.59483758,-122.1531596,1830,8372,561000
233,233,3,2.0,2290,16258,1.0,0,5,0,1960,0,98058,47.46716757,-122.1651589,1660,10530,450000
1805,1805,3,2.5,1800,8518,2.0,0,3,0,1996,0,98030,47.36433381,-122.1852895,1770,7570,325000
14795,14795,3,1.5,1940,3570,2.0,0,4,200,1916,0,98105,47.66182754,-122.3247703,1580,3570,815000
4644,4644,3,1.0,990,8062,1.0,0,4,0,1960,0,98198,47.41508448,-122.3342517,1420,8790,250000
14247,14247,4,2.25,2490,6973,1.0,0,4,1000,1953,0,98199,47.65158419,-122.4092555,1780,5612,704000
4579,4579,4,3.5,3080,5250,2.0,0,3,0,2003,0,98075,47.59920904,-121.9721849,2980,5509,775000
5393,5393,4,2.5,2150,5000,2.0,0,3,0,2001,0,98115,47.69617063,-122.3142325,2030,6380,580000
15287,15287,3,2.0,1090,7350,1.0,0,4,0,1990,0,98042,47.36869074,-122.0847298,1490,7741,219000
11044,11044,3,1.75,1140,9800,1.0,0,4,0,1968,0,98001,47.30632151,-122.2698,1370,9800,206000
12467,12467,4,1.75,1710,10480,1.5,0,4,0,1969,0,98059,47.47433115,-122.1431684,1750,10480,320000
2344,2344,3,2.75,2770,10000,1.0,0,5,1130,1962,0,98033,47.70109976,-122.2056924,2450,10000,678000
10667,10667,5,3.75,3360,6000,2.0,0,3,720,1963,1999,98118,47.55800371,-122.2774671,1930,6000,725000
3007,3007,3,2.25,2120,6710,1.0,0,5,700,1959,0,98155,47.74605595,-122.32435,1880,6960,436000
7742,7742,3,2.25,3190,324086,2.0,0,3,0,1982,0,98024,47.54765574,-121.9298602,3190,217800,765000
6249,6249,3,1.75,1880,9360,1.0,0,4,940,1941,0,98125,47.71307032,-122.2832503,1390,7200,445500
16513,16513,3,2.75,2280,4280,1.0,0,5,1000,1917,0,98103,47.66845455,-122.334785,1650,4280,875000
8077,8077,3,2.5,1540,7280,1.0,0,3,460,1974,0,98003,47.31021821,-122.3220852,1220,6440,279000
10071,10071,4,1.75,1700,10230,1.0,0,3,380,1959,0,98133,47.74531213,-122.3509227,2000,8006,429950
11843,11843,3,1.75,1770,2800,1.5,0,3,0,1914,0,98103,47.6631163,-122.3568068,1630,3254,712500
4742,4742,3,1.0,1280,7198,1.0,0,5,0,1916,1983,98022,47.20942986,-121.9959205,1260,7198,227000
17511,17511,2,1.0,1290,3383,2.0,0,3,0,2008,0,98053,47.69680276,-122.0246455,1290,2828,305000
11810,11810,3,2.0,2460,41343,1.0,0,4,0,1988,0,98027,47.51421293,-122.0213565,2500,53885,620000
8884,8884,3,1.0,1020,5870,1.0,0,3,0,1941,0,98155,47.74101266,-122.3141551,1160,6901,242500
3968,3968,2,1.75,1710,8645,1.0,0,4,200,1923,0,98115,47.70053384,-122.3129481,1280,5366,475000
5634,5634,3,2.5,2250,9608,2.0,0,3,0,1994,0,98045,47.48645261,-121.8018447,2020,9834,445000
6625,6625,4,3.5,4030,1024068,2.0,0,3,0,2006,0,98045,47.46190856,-121.7444939,1830,11700,855000
9479,9479,3,1.0,1440,11330,1.0,0,3,0,1965,0,98168,47.47424615,-122.2651682,1580,10100,255000
6815,6815,3,3.0,1260,1634,3.0,0,3,0,1998,0,98103,47.69703507,-122.3488555,1260,1135,342000
4273,4273,3,1.5,1580,10517,1.0,0,4,0,1957,0,98002,47.29027229,-122.2141379,1400,10658,233500
15605,15605,3,1.5,1310,1266,2.0,0,3,190,2002,0,98116,47.5662612,-122.4081706,1310,1378,445000
6820,6820,2,1.0,1140,15120,1.0,0,4,150,1932,0,98055,47.45207193,-122.1958664,2320,11250,199000
14284,14284,3,2.0,1650,7104,2.0,0,3,0,1945,1986,98177,47.70534382,-122.373756,1730,7104,643500
16062,16062,3,1.5,2040,6000,1.0,0,3,700,1957,0,98118,47.52178099,-122.2856756,1190,6000,335000
